review,rating,label,clean_review,label_encoded
"suka banget sama materi nya yang seru dan asik, tapi ko akhir"" ini aku pake ga bisa ngerjain soal ya ga muncul soal dan jawaban nya tapi kalo liat video pembahasan bisa itu kenapa ya",4,Positif,suka banget sama materi nya seru asik ko akhir aku pake ga ngerjain soal ga muncul soal jawaban nya kalo liat video pembahasan,2
jujur ya masa harus berbayar,1,Negatif,jujur masa berbayar,0
"KLO buat belajar bintang lima, TPI servernya lemot bgt mau drill soal nunggu loading bisa 2menit woilah.mana KLO buat quiz kdng GK nyambung Ama materi kdng 1-2 materi Bru relevan Ama quiz di video sblmnya🥲",1,Negatif,klo buat belajar bintang lima tpi servernya lemot bgt mau drill soal nunggu loading menit woilahmana klo buat quiz kdng gk nyambung ama materi kdng materi bru relevan ama quiz video sblmnya,0
yaallah kasih Terima ka unhas dengan bantuan ruang guru ini,5,Positif,yaallah kasih terima ka unhas bantuan ruang guru,2
"bagus banget nilai ku naik sama kalo belajar jadi seru karna ruang guru, terimakasih ruang guru 🥰🥰",5,Positif,bagus banget nilai ku naik sama kalo belajar jadi seru karna ruang guru terimakasih ruang guru,2
Bagus tapi kadang error,5,Positif,bagus kadang error,2
Saya kenapa ga bisa ganti/tambah jurusan di SNBT Center yaah?,3,Netral,ga gantitambah jurusan snbt center yaah,1
aplikasi keren di sini kita bisa belajar dan bermain,5,Positif,aplikasi keren sini belajar bermain,2
"sinyal lancar, dipake scroll aman, maen game jga aman. pas dipake drill soal malah muter2 terus, 1 jam gw abis gara2 masalah ginian🙄",1,Negatif,sinyal lancar dipake scroll aman maen game jga aman pas dipake drill soal malah muter terus jam gw abis gara masalah ginian,0
ini bisa membantu aku belajar dengan konsisten ✨✨,5,Positif,membantu aku belajar konsisten,2
bagus banget apk nya sangan membantu dan bermanfaat,5,Positif,bagus banget apk nya sangan membantu bermanfaat,2
"semuanya bagus, kecuali sistemnya, suka error:)",3,Netral,semuanya bagus sistemnya suka error,1
"bagus bangettt, tapi kadang aku udah nonton berkali kali tetep gak paham, mungkin metode yang itu kurang sreg tapi good job pokok nya",5,Positif,bagus bangettt kadang aku udah nonton berkali kali tetep gak paham mungkin metode kurang sreg good job pokok nya,2
"seru banget belajar nya, gampang paham",5,Positif,seru banget belajar nya gampang paham,2
aplikasi ini cucok utk anak2 serwuuu bgt,5,Positif,aplikasi cucok utk anak serwuuu bgt,2
"aku suka banget suamanya ada, dan lengkap di sini",5,Positif,aku suka banget suamanya lengkap sini,2
"ak udh bolak balik beli tryout pake bintangku, dan ak juga udh langganan ke rg. tpi skrng mau nyoba try out tu harus milih jurusan dlu dan pas milih malah gaada tanda centang lagi haha, kenapa si apk nya tuh. ngeselin😌 udh premium padahal ak, jgn ngecewain dong",1,Negatif,ak udh bolak balik beli tryout pake bintangku ak udh langganan rg tpi skrng mau nyoba try out tu milih jurusan dlu pas milih malah gaada tanda centang haha si apk nya tuh ngeselin udh premium padahal ak jgn ngecewain dong,0
enak banget belajar di ruang guru,5,Positif,enak banget belajar ruang guru,2
Mohon optimasi tampilan landscape untuk tablet Android karena belum full layar.,3,Netral,mohon optimasi tampilan landscape tablet android belum full layar,1
"bener bener ga worth it sih,apk nya ngelag bgt disuruh quiz malah keluar masuk,terus aku juga beli paket rg yg untuk offline gurunya ya...😌😌",1,Negatif,bener bener ga worth it sihapk nya ngelag bgt disuruh quiz malah keluar masukterus aku beli paket rg yg offline gurunya,0
karena mengasah otak dan pikiran,5,Positif,mengasah otak pikiran,2
aku jadi banyak menigkat saat belajar di ruang guru. dari rangking 18 jadinya rangking 5.,5,Positif,aku jadi banyak menigkat belajar ruang guru rangking jadinya rangking,2
aplikasi ini membuat saya lebih pintar,5,Positif,aplikasi membuat lebih pintar,2
aplikasi Ter bagus untuk belajar,5,Positif,aplikasi ter bagus belajar,2
pelajaran matematika bimbing kita iya gys,5,Positif,pelajaran matematika bimbing iya gys,2
bagus untuk belajar tka,5,Positif,bagus belajar tka,2
ya bagus tapi plis pas poling jika salpen harusnya ada tombol apakah jawaban anda tepat gitu bukan poling langsung salpen,3,Netral,bagus plis pas poling salpen harusnya tombol jawaban tepat gitu bukan poling langsung salpen,1
ruang guru sangat lah keren,4,Positif,ruang guru sangat lah keren,2
aplikasinya gabisa dibuka.,1,Negatif,aplikasinya gabisa dibuka,0
"aku suka banget sama apk bimbel ini, pembelajarannya mudah dimengerti+ada quiz dan rangkuman juga, seneng deh berlangganan ruang belajar, tpi tolong ya diperbaiki di bug gambar yg sering ga muncul, cuma kek putih2 gitu, terimakasih ❤️",5,Positif,aku suka banget sama apk bimbel pembelajarannya mudah dimengertiada quiz rangkuman seneng deh berlangganan ruang belajar tpi diperbaiki bug gambar yg sering ga muncul cuma kek putih gitu terimakasih,2
aplikasi ini sangat berguna menurut saya karena kita bisa belajar materi yang kita inginkan.,5,Positif,aplikasi sangat berguna belajar materi inginkan,2
"ini knp sih, di aplikasi tiap mau drill soal pasti ada pembaharuan, sehari bisa 4 kali. trs kadang agak error waktu mau scroll soal kebawah. mana klo udh g langganan di chat pihak rg terus. pdhl udh ngasih nmr dan email yg nggk mau dihubungi lg tp ttp dihubungi.",4,Positif,knp sih aplikasi tiap mau drill soal pembaharuan sehari kali trs kadang error waktu mau scroll soal kebawah mana klo udh g langganan chat pihak rg terus pdhl udh ngasih nmr email yg nggk mau dihubungi lg tp ttp dihubungi,2
aplikasi ini sangat membantu,5,Positif,aplikasi sangat membantu,2
"kak ini gmna ya kan aku persiapan UTBK, tapi kok gda tryout nya? udh beli paket tryout yg 10 kuota, tpi bnrn gda pilihan tryout nya, jngn bikin bingung pls:( ini urgent",3,Netral,kak gmna kan aku persiapan utbk kok gda tryout nya udh beli paket tryout yg kuota tpi bnrn gda pilihan tryout nya jngn bikin bingung pls urgent,1
saya menggunakan ruang guru menjadi lebih mudah dalam belajar 😻😻,5,Positif,menggunakan ruang guru menjadi lebih mudah belajar,2
Aplikasi ini sangat membantu saya untuk mempelajari pelajaran yg saya sudah lupa. Serta untuk menambah ilmu baru buat kedepannya.,5,Positif,aplikasi sangat membantu mempelajari pelajaran yg lupa menambah ilmu baru buat kedepannya,2
kualitas gambar bagus,5,Positif,kualitas gambar bagus,2
"overall aplikasi yang bagus hanya saja belum full bintang 5 karna jawaban2 yang menggunakan gambar selalu tidak muncul, mengakibatkan saya untuk menebak nebak yang mana jawaban yang benar, dan sudah dicoba beberapa upaya seperti hapus chace, hapus app dan login kembali dll, mohon diperbaiki minn",4,Positif,overall aplikasi bagus belum full bintang karna jawaban menggunakan gambar selalu tidak muncul mengakibatkan menebak nebak mana jawaban benar dicoba beberapa upaya hapus chace hapus app login mohon diperbaiki minn,2
Sangat membantu dalam proses pembelajaran di rumah,5,Positif,sangat membantu proses pembelajaran rumah,2
banyakin materi sama latsol,5,Positif,banyakin materi sama latsol,2
"Suka bgt, belajar jadi seru 👍👍",5,Positif,suka bgt belajar jadi seru,2
bagus aku padahal gak pinter amat tapi semenjak pakai ruangguru nilaiku naik aku masuk SMP impian ku good job ruang guru🌟😻,5,Positif,bagus aku padahal gak pinter semenjak pakai ruangguru nilaiku naik aku masuk smp impian ku good job ruang guru,2
Bagus nilai saya jadi nambah dan jadi juara satu di kelas,5,Positif,bagus nilai jadi nambah jadi juara satu kelas,2
aku coba dulu ya soal aku ragu aku ngak bisa bahasa Inggris🇬🇧,5,Positif,aku coba dulu soal aku ragu aku ngak bahasa inggris,2
gila banget bagus banget ini luar biasa bagus,5,Positif,gila banget bagus banget luar biasa bagus,2
"aplikasi nya memang bagus, pembelajaran mudah di pahami dan di mengerti, tapi banyak yang harus langanan, udah mah langanan nya mahal lagi..😭",4,Positif,aplikasi nya memang bagus pembelajaran mudah pahami mengerti banyak langanan udah mah langanan nya mahal,2
Sangat bagus buat saya makasih ya udah bantuin saya belajar,5,Positif,sangat bagus buat makasih udah bantuin belajar,2
Kenapa sekarang suka bgt gabisa di pencet menu nya alias ERROR! Jadi ngerasa kesel udah bayar mahal tapi fitur bobrok. Kadang kalo chat di whatsapp juga slow respon. Tolong diperbaiki.,3,Netral,sekarang suka bgt gabisa pencet menu nya alias error jadi ngerasa kesel udah bayar mahal fitur bobrok kadang kalo chat whatsapp slow respon diperbaiki,1
saya bisa memahami dan saya senang belajar di ruang guru pengetahuan semakin tinghhi.,5,Positif,memahami senang belajar ruang guru pengetahuan semakin tinghhi,2
seru banget jadi semangat belajar dan materinya mudah dipahami,5,Positif,seru banget jadi semangat belajar materinya mudah dipahami,2
"beli paket 1tahun ga kepakek, gaenak sistem belajar nya menurut saya",2,Negatif,beli paket tahun ga kepakek gaenak sistem belajar nya,0
"Bagus aplikasi nya, saya berharap akan ada paket untuk mendapatkan rangkuman materi secara singkat dan beberapa soal dengan harga yang bersahabat dengan pelajar.",5,Positif,bagus aplikasi nya berharap paket mendapatkan rangkuman materi singkat beberapa soal harga bersahabat pelajar,2
bagus aplikasinya tidak cacat,5,Positif,bagus aplikasinya tidak cacat,2
aplikasinya sangat berguna,5,Positif,aplikasinya sangat berguna,2
berapa langganan di sini,4,Positif,berapa langganan sini,2
ruang guru sangat baik penunjang belajar anak saya tapi untuk THN ini lupa belum saya perpanjang langganan jadiny buka soal TKa susah,5,Positif,ruang guru sangat baik penunjang belajar anak thn lupa belum perpanjang langganan jadiny buka soal tka susah,2
bagusa membantu buat belajar,5,Positif,bagusa membantu buat belajar,2
"stop update apk. Update hampir bbrpa kali seminggu sistem nya sama aja, masi suka lag, kadang bug sendiri kalo apk terlalu lama di buka. Tolong kalau mau update jgn yg terlalu sering, krna mengganggu penggunaan aplikasi, sebab kalo dia mau update gbsa di skip, dan jadi harus buka ulang aplikasi, di tambah lagi kalo buka aplikasinya di android harus ngulang sampai bbrpa kali baru aplikasi bisa terbuka. tolong para IT ruangguru, perbaiki sistem nyaa!",3,Netral,stop update apk update hampir bbrpa kali seminggu sistem nya sama aja masi suka lag kadang bug sendiri kalo apk terlalu lama buka kalau mau update jgn yg terlalu sering krna mengganggu penggunaan aplikasi kalo mau update gbsa skip jadi buka ulang aplikasi tambah kalo buka aplikasinya android ngulang bbrpa kali baru aplikasi terbuka it ruangguru perbaiki sistem nyaa,1
berguna banget untuk belajar bagus banget,5,Positif,berguna banget belajar bagus banget,2
Ruang guru sangat cocok untuk di pakai belajar≧⁠▽⁠≦,5,Positif,ruang guru sangat cocok pakai belajar,2
BAGUSSSS MEMBANTU KEREN,5,Positif,bagussss membantu keren,2
Mohon diperbarui ya saya memakai aplikasi ini eh tiba tiba keluar,1,Negatif,mohon diperbarui memakai aplikasi eh tiba tiba keluar,0
bagus sih tapi kalo mau masuk ke aplikasinya pasti harus uninstal dulu padahal koneksi aku bagus lancar jadi waktu less ke ruang guru waktu disuruh buka aplikasinya harus uninstal dulu,5,Positif,bagus sih kalo mau masuk aplikasinya uninstal dulu padahal koneksi aku bagus lancar jadi waktu less ruang guru waktu disuruh buka aplikasinya uninstal dulu,2
seruuu trs gampang di pahami juga makasi ruang guruu aku jadi bisa nii belajar biar ranking 1 di sekolahh,5,Positif,seruuu trs gampang pahami makasi ruang guruu aku jadi nii belajar biar ranking sekolahh,2
bagus banget aku bisa belajar di sini 🤩🤩,5,Positif,bagus banget aku belajar sini,2
bismillahirrahmanirrahim dg ini gw bisa pinter,5,Positif,bismillahirrahmanirrahim dg gw pinter,2
bagussss untuk belajar semua,5,Positif,bagussss belajar semua,2
"Suka banget, penjelasan mudah dimengerti dan ada quiz setelah menonton video. Ada juga latihan soal harian disemua mapel bahkan TKA. I love you ruang guru🫶🏻🫶🏻",5,Positif,suka banget penjelasan mudah dimengerti quiz menonton video latihan soal harian disemua mapel bahkan tka i love you ruang guru,2
"Ini kurang bagus, karena saya pernah mendownload apk ini, tetapi hanya beberapa yang bisa dipakai, tetapi saya uninstall lalu install lagi karna HP saya ngelag, saya ingin daftar tetapi harus no telp, gimana saya daftar, orang saya tidak ada whatsapp, (jadi itu saja pendapat saya, jika ada yang tersinggung dengan penjelasan saya, saya minta maaf sebesar besar nya.)",1,Negatif,kurang bagus pernah mendownload apk beberapa dipakai uninstall lalu install karna hp ngelag daftar no telp gimana daftar orang tidak whatsapp jadi pendapat tersinggung penjelasan minta maaf sebesar besar nya,0
"Baik, Master Teachernya juga ramah-ramah.",5,Positif,baik master teachernya ramahramah,2
bantu bgt ningkatin nilai ujian aku bahkan samapai orang² ngira aku nyontek soalnya nilai ph aku jauhh naik drastis,5,Positif,bantu bgt ningkatin nilai ujian aku bahkan samapai orang ngira aku nyontek soalnya nilai ph aku jauhh naik drastis,2
"ada beberapa vidio pembelajaran yang membingungkan atau keliru, tapi gak yang parah, overall bagus",4,Positif,beberapa vidio pembelajaran membingungkan keliru gak parah overall bagus,2
"Sangat membantu untuk mengerjakan tugas sekolah dan memahami materi sekolah lebih dalam, konsep materi juga dijelaskan jadi untuk saya yang lama ngertinya bisa langsung paham. Kekurangannya masih suka banyak error saat live teaching",5,Positif,sangat membantu mengerjakan tugas sekolah memahami materi sekolah lebih konsep materi dijelaskan jadi lama ngertinya langsung paham kekurangannya suka banyak error live teaching,2
"Meskipun gak berlangganan, fitur nya sudah cukup memuaskan 🙏🙏",5,Positif,meskipun gak berlangganan fitur nya cukup memuaskan,2
aplikasi ini sangat penting dalam kehidupan sehari-hari saya dan sangat berguna sekali,5,Positif,aplikasi sangat penting kehidupan seharihari sangat berguna sekali,2
bagus CMN suka tiba tiba gini ruang guru tidak menanggapi gitu jdi suka MLs,4,Positif,bagus cmn suka tiba tiba gini ruang guru tidak menanggapi gitu jdi suka mls,2
"ruang guru itu bagus banget ngebantu banget aku pake ruang guru dari semenjak kelas 1 -3 SMA wkwkwk sudah berlangganan di ruang guru seharusnya mah aku berlangganan dari kecil (TK-SMA), seharusnya sih begitu sekarang aku nyesel banget baru daftar pas SMA, sekarang kuliah masih pake pokok ruang gurunya mantul banget ya seharusnya juga aku pake pas awal² pas masih semester pertama his nyesel²di akhir itu ternyata ga enak ya wkwkwk kaya aku gini ya wkwkwk.",5,Positif,ruang guru bagus banget ngebantu banget aku pake ruang guru semenjak kelas sma wkwkwk berlangganan ruang guru mah aku berlangganan kecil tksma sih sekarang aku nyesel banget baru daftar pas sma sekarang kuliah pake pokok ruang gurunya mantul banget aku pake pas awal pas semester pertama his nyeseldi akhir ternyata ga enak wkwkwk kaya aku gini wkwkwk,2
WOW..!!! ada aplikasi ruang guru ada mata pelajar juga dan tka nya,5,Positif,wow aplikasi ruang guru mata pelajar tka nya,2
aplikasi ya bagus banget kurang ya gak bisa di buat main,5,Positif,aplikasi bagus banget kurang gak buat main,2
aplikasi nya jelek keluar sendiri pas mau milih kelas tolong ini kenapa padahal aku ingin mencoba nya jadi tolong sekali lagi dibenerin 😭😭,1,Negatif,aplikasi nya jelek keluar sendiri pas mau milih kelas padahal aku mencoba nya jadi sekali dibenerin,0
"aplikasi ini sangat bagus sampe ngelekk padahal jaringan lancar, sampe kaka nya yg ngajar pun bingung kenapa suka kaya begitu terus suka eror",1,Negatif,aplikasi sangat bagus sampe ngelekk padahal jaringan lancar sampe kaka nya yg ngajar bingung suka kaya terus suka eror,0
aplikasi ini sangat bagus banget kak tap tolong tambahin fitur tema gelap kak supaya lebih nyaman gitu,5,Positif,aplikasi sangat bagus banget kak tap tambahin fitur tema gelap kak lebih nyaman gitu,2
"saya harap ada update untuk penambahan fitur subtitle, juga update konten untuk pembelajaran baru, dan lebih berharap bakal ada bidang spesifik kaya kuliah per jurusan mau di video belajar ataupun brain academy , atau bahkan ada mentor yang mendalamin per jurusan, sumpah si ke gitu.",5,Positif,harap update penambahan fitur subtitle update konten pembelajaran baru lebih berharap bakal bidang spesifik kaya kuliah per jurusan mau video belajar ataupun brain academy bahkan mentor mendalamin per jurusan sumpah si gitu,2
gamenya bagus untuk belajar 😍,5,Positif,gamenya bagus belajar,2
"bagus tapi masih ada bugnya terutama di web untuk pc contohnya, saat saya sudah selesai mengerjakan salah satu subtes UTBK lalu tekan kembali, semua jawaban saya hilang dan nilai saya jadi 0, tolong cepat diperbaiki min karena 30 hari lagi saya utbk😓",3,Netral,bagus bugnya terutama web pc contohnya selesai mengerjakan salah satu subtes utbk lalu tekan semua jawaban hilang nilai jadi cepat diperbaiki min hari utbk,1
