review,rating
"sya mau memberi masukan untuk ruang belajar pada video pembahasan matematikanya. kenpa ruang belajar sering sekali mengajarkan suatu rumus yg belibet2?? padahal ada rumus cepatnya tpi ruang belajar malah mengajari dengan rumus yg susah!!! contohnya pada sub bab perbandingan senilai, disitu ruangbelajar tidak langsung memberitahukan vara vepat dengan dikali silang!!!!! padahal itu cara yg umum dipakai dimana2!!! mohon kedepannya ruang belajar juga memberi trik/rumus cepat untuk menyelesaikan soal",5
setelah bermain kuis saya agak sedikit tau,5
SANGAT MEMBANTU PAS TKA JADI GA PUSINGG!!!,5
"Aplikasi tidak dapat diakses dan dibuka meski sudah diuninstal dan instal kembali. Aplikasi sangat ngelag. Kemudian, ketika saya menonton video pembelajaran ruang belajar di laptop(web), jika ada materi ekstra, tidak dapat diakses dan hanya menampilkan tampilan loading saja.",1
aplikasinya sangat membantu untuk saya dan kakak saya tapi mungkin robo gurunya masih kurang jadi di tunggu perkembangan robo guru nyaa✨✨,5
okay,5
bintang lima kalau fitur try out sudah muncul. sepertinya ngebug kak. segera perbaiki,1
aplikasi ruang guru nya bagus tapi gk ada belajar agama dan pancasila jadi gk tau gimana belajar itu agama dan pancasila mohon di tambahin iya agama dan pancasila nya tapi itu udh bagus kok tinggal di tambahin ada agama dan pancasila,4
bagus sekali ruangguru,5
bagus sih gaada iklan,5
aku suka ruangguru dan brain academyyyy 🩵🩵🩵🩵,5
"bagus, lumayan kaka-kakanya pada ganteng 🫴",5
ruang guru ini bermanfaat untuk aku biar bisa lancar TKA nya untuk kls 6 SD,5
Fiturnya makin canggih aja nih apl 🥰,5
aplikasinya berat dan tidak optimal. membuat hp menjadi panas beberapa waktu,1
aplikasi nya bagus buat belajar,5
seru,5
"bagus bgt, saya mudah mengerti materi²nya ntops 🫰",4
tolong perbaiki masalah ketika daftar saya sudah memasuki no hp yang benar tapi tertulis no tidak valid,1
mudah di mengerti trus video pembelajaran nya mudah di pahami 😁,5
bagus smoga nilai tka bgus dengan bljar dgn ruang guru amin,5
terimakasih bantuan ny kak,4
"Anak saya pakai aplikasi ini di hp'y dan hanya sebenatar dan sudah lama tdk pakai aplikasi'y lg , udh beberapa hr ini sy di tlfn dr orang yg mengaku dr aplikasi ruang guru , yg saya mau tanyakan benar atau tidak'y sampai di telfon",1
ya bagus,5
wahhh baru pertama kali,5
Aplikasinya sering force close pas dibuka padahal sinyal bagus tolong dibales admin,2
gara² ruangguru aku jadi pinter matematika internasional makasih yaa ruangguru sudah kasih pelajaran lebih ke aku🤭,5
gokil!,5
LANGSUNG JADI ELBERT ENSTEIN WOII,5
"min kenapa setiap nonton video ada tulisan ""video gagal dimuat,coba lagi"" udah ngelakuin ini itu tetap aja ga bisaa",1
belajar di ruangguru sumpah seru banget,5
"gimana sih maintenance rg? nge lag banget app nya, mana udah langganan lumayan, tapi app nge lag mulu, padahal jaringan ga bermasalah. Bukan sekali dua kali aja, sering banget.",2
bagus banget jirr,5
dapat banyak pengalaman,5
"sering bgt di telpon no asing, ngaku ngaku orang ruang guru. ga mau nulis no asli di profil, tp g bisa",1
aplikasi sangat membantu 🙏,5
Sangat membantu belajar anak,5
"aku memang nggak mau les tapi aku cuma coba install, ternyata yang dulunya nggak bisa sekarang bisa cuyy. aku mau bilang terima kasih udah membuat apk ini untuk belajar. ✨",5
membantu proses belajar dan memiliki banyak metode belajar,5
💞,5
"aplikasi ini sebenarnya sangat bermanfaat untuk siswa siswa yang ingin lebih belajar dan belajar lebih ditambah lebih banyak variasi soal latihan untuk persiapan ujian sekolah dan utbk, namun tolong pisan kakak kurangi request update, karena aplikasinya sering minta update terus huhu :( arigatou terimakasih sayang 🩵",5
ini apk rusak apa gimana dah,1
"mantap, saya sudah masuk institut teknologi itb bandung berkat bimbel bimbingan belajar di rg ruangguru",5
mudah di mengerti dan di pahami terimakasih aplikasi ruangguru telah mempermudah pelajaran saya,5
"ruangguru membantu bangett aku jadi bisa dapet nilai baguss, nilai ku rata rata naikk coba aja dari dulu belajar di ruangguru",5
"aplikasinya Sangat berguna disaat keadaan genting contoh saya yang diblacklist oleh pihak perpustakaan dan. saya tidak dipinjami buku. aplikasi ini paling wort it kalau kalian les di sana (ruang guru) soalnya bisa buka semua fitur yang ada tapi, kadang kadang aplikasinya sering terjadi lag karena beberapa faktor jadi pada dasarnya aplikasi ini sangat bagus dan tolong untuk setiap bug yang ada tolong diperbaiki 👍",5
"kenapa gk bisa liat chat box padahal udah hapus cache, uninstall apl dan donlot lagii, refresh berkali kali, tanya kak sasa 6 kali tapi selalu gk bisa padahal udah aku udah coba semua cara tapi kenapa tetep gk bisa ya mungkin bug? tapi tetep gk di perbaikiin tolong ya diperbaiki biar aku bisa interaksi di chat box sama temen temen plis😭 sama polling terlalu cepet dan ngueelegg bgt",2
"sangat bagus dan membantu, tapi sayangnya banyak yang berlangganan☹️",5
"Tiap buka aplikasi selalu update dan lemot juga kalo buka sesuatu, tolong di perbaiki",1
"mahal doang tp aplikasi jelek! mau buka buat belajar di BA/rumah sering eror, ngehang, ga bisa di buka!! mana kunci jawaban drill, kuis, post test sering salah! tidak keren",1
mantep,5
"pembelajaran jadi lebih mudah dan gampang bahkan psetelah menjawab soal ada pembahasannya, pembahasannya pun sangat detail, jelas, dan mudah di pahami",5
"Menurut saya coba fitur peringkatnya itu bisa dipencet dan dilihat, sehingga para pengguna bisa semangat mengejar poin dengan drill soal, krnaa antusias melihat peringkat dan nama pengguna lain (seperti aplikasi sebelah)",5
dakenak masih masukin nomor hp,1
pendidikan,5
anak bisa lebih mudah memahami belajar,4
"damn ini aplikasi berguna banget buat para pelajar seperti saya, mau latihan soal ada.. mau belajar ada... mau video yang interaktif ada... mau ujian dan mau pake ruangguru?100% Recomended, dengan harga juga yang sangat terjangkau 😁👍👍",5
"Cocok untuk para pelajar, dan mudah di pahami",5
"aplikasi jelek, ga bisa loginn malah minta di perbatui trus GAK KEPAKEE!!",1
ruang guru the best emang best seller,5
aku cepat pahamm,5
annoying banget org ruang guru nelfonin buat apasihh?hahh?,1
"apk nya sering keluar terus, ga jelas juga jadi ga lancar belajarnya mohon di benarkan lagi padahal udah di uninstall terus di instal lagi tetep aja begitu jaringan juga bagus padahal tapi kok begitu ya aneh",1
git gud,5
"woww ini keren bangett gilaaaa. selama ini aku cari guru les buat aku dan ga nemu, akhirnya aku mutusin buat instal apk ini dan boom, kerenn banget, sebelumnya aku tau apk ini dari lama tapi gamau nyoba takut ngebosenin, tapi ada temenku yg nyaranin ternyataa aku cocok juga dong!! di sini tuh lengkap bangett mulai dari materi, soal latihan dan pembahasan, pake ada poin+misi nya segalaa jadi seruu kalau belajar. visualnya bagus, materinya gampang dimengerti, ga bikin bosen samsek! bljr jadi seru",5
bagus untuk pembelajaran sebelum ujian atau Lomba,5
sangat bermanfaat sekalii🫶🏻💗,5
seneng deh bisa cepat faham dengan apa yg dijelaskan,5
bantu belajar akuu dari SMP semasa covid ⭐️,5
aplikasinya bagus untuk yang mau belajar tapi males nulis jadi ini bagus banget,5
"error gajelas bgt suka muncul kode error padahal wifi bagus apk juga ga ada yang bermasalah,cuman ini yang suka bikin kesel dulu ga terlalu sering error sekarang dikit dikit baper aplikasinya, udah mending ku kasih bintang 3 , tapi karena apknya baperan jadi 2",2
orang orangnya ngechat mulu,1
seru bagus dan mudah kuis nya👍,5
"sekarang susah kalo mau login malah keluar' trus,ku kira awalnya kena hp nya ternyata emng karna aplikasinya ,bukan karna internet nya TPI emng aplikasinya ,masak mau belajar hrus yang di hapus donlod lagi login lagi gmna critnya",2
"aplikasi nya sering ngelag dan susah dibuka🫠, pdahal jaringan sudah lancar tapi masiihh aja ga bisa dibuka, udh di coba berkali kali pun gabisa, n ini bukan cuman aku aja yg ngerasain tapi semua temen les ku jg ngerasain jg. tolong dibenerin ya apk nya biar orang mau belajar jg enak",1
pembantu untuk belajar,5
Ruangguru ini tadi saya bisa buka tapi pas saya buka lagi engga bisa.🙏 saya engga tau itu kenapa tapi ruangguru dapat bisa memperbaiki itu. ruangguru bagus loh tapi sayang ya kadang keluar sendiri sama engga bisa di buka lagi.😅,1
sangat penting,5
sangat membantu untuk belajar dan banyak fitur fitur menarik,5
ini sangat memudahkan saya dalam belajar dan dalama mengerti pelajaran,5
"saran min kalo yang soal drill snbt kasih soal yang relevan dari taun"" sebelumnya dong agar punya gambaran untuk mengahadapi soal asli snbt-utbk. tq",3
"spam telepon+wa trus, dan itu nomer nya beda beda, kek maksa gtu promosinya",1
aplikasi sering lemot,3
Oke,4
Saya ingin masuk ke video pembelajaran tapi keluar sendiri,1
"Mohon maaf sebelumnya kak,tapi ini kok apk ny ga bisa dibuka ya padahal saya liat liat jaringan bagus, penyimpanan bagus,dan faktor lain mendukung.Tapi tetep g bisa,ini kenapa ya,saya mikir mikir terus........ And it turns out kuota ku yang gada🤣🙏🫰🏻",5
mantap ruang guru,5
karena harus bayar jadi plis jangan harus bayar,3
"bagus banget loh ya, Vdio nya muter terus katanyq rusak sistem🤭",1
sangat membantu terima kasih,5
"aplikasinya ga nyaman banget. setiap masuk selalu minta update, bisa sampe 5 kali updatenya cuma buat akses fitur doang",1
apik,5
"ruang belajar paling menarik, terbanyak bentuk tesnya dan ga buat ngantuk karena interaktif kebangetan",5
sukaaa mudahh diimengertii,5
GACOR,5
sering keluar tiba tiba,1
mantapppp mudah dipahami,5
loading lama banget bg,1
"bagus sekali tp,berbayar",5
Bagus bisa mendidik,5
aplikasi belajar yang menarik dan seru menghibur banget apalagi dapet ilmu,5
"video pembelajarannya sudah bagus banyak fitur latihan, hanya saja fitur smart schedul snbt ""Misi kamu mingu ini sedang disipkan"" terus, udah chat ke kaka konsultan katanya lagi ditanyakan ke tim ruangguru nya,setelah seminggu masih ngga ada kejelasan terakhir kali tanya lagi malah ngga di jawab",2
"kok ruangguruku sering bgt eror? ini jg tmn belajar, susah bgt di hidupin kembali",3
bikin gampang belajarnyaa🤍🤍,4
seru dan sangat lengkap materinya love banget,5
"aplikasinya sering crash, di pake drilling malah tiba tiba keluar. soalnya juga banyak yang error. padahal uda pake paket data (bukan wifi) tapi kalo lagi pembelajaran offline sering ngelag dan tiba tiba keluar dari aplikasi",2
"maaf banget ya kak tapi SETIAP saya mau masuk aplikasi kenapa sering kali keluar tiba tiba, jaringan saya udah bagus, memori jugak aman,.... jadi nya sering kali ada kendala jadi gak bisa optimal belajar nya, saya udah langganan tapi susah juga jadi nya saya belajar ,kalo gitu apa guna nya saya berlangganan tolong lah kak di perbaiki, saya setres sendiri jadi nya karna keluar keluar tiba tiba terus!",1
bagus bangettttttt🤩🤩🤩,5
bagus banget jadi mudah nangkep dan lebih berkembang semoga untuk kedepannya jadi lebih baik lagi,5
"Suka bangettt sama apk ruangguru, ngebuat ranking aku jadi naik drastiss",5
emang ajib sih.....,5
tolong diperbaiki lagi untuk sistem masuk aplikasinya saya selalu error,2
fitur 'drill soal' pada paket ruang belajar nya sangat membantu saya dalam belajar... soalnya sangat2 banyak sekali untuk setiap sub bab.....,5
"Lebih cepat masuk ke otak apalagi yang ngajar soft spoken behh tambah jelass👏. Sukaa dehh, di sekolah gue gk ngerti samsek tapi pas coba belajar di sini langsung ""ternyata gk sesusah itu, otak gue aja yang nge-lag"". tapi kalau jawab kuis masih sering salah🤣",5
keren aplikasinya mantap,5
hmajajamanah susah dibuka,1
"aplikasi yg ribet, betele tele, uninstall jauh lebih baik",1
"aplikasinya tambah ngeleg, apalagi banyak fitur yang ditambah berbayar.",3
"setiap buka apk nya selaluuu ngelag, gapernah langsung lancar. Berkali"" buka tutup apk nya pun masih aja ngelag. Tolong ya dibenerin lagi, karena kalau agi belajar di bac center kelamaan buka aplikasinya",2
"Saya sudah langganan 2 bulan, dan pas buka aplikasi saya keluar gitu 4 kali terus itu langsung masuk ke aplikasi, untuk Video pembelajaran enak sih dan juga BA nya, tetapi yang gak enak nya itu pas Drill soal dan Juga TO nya.Yang Drill soal itu pertanyaan nya sedikit kayak sudah dikerjakan terus muncul lagi,terus pertanyaan nya tidak sama dengan video pembelajaran yang kita lihat dan untuk TO nya itu Gratis kurang sih. Tolong dong kalau buat soal dibanyakin biar kita itu tahu kesalahanya apa.",4
cocok untuk belajar,5
keren tapi pet aku gak bisa di kasih makan,4
"aplikasi ga bisa di buka padahal sinyalnya juga udah kenceng,udah coba berbagai cara, udah hapus data hapus cache tetep ga bisa di buka, coba apk nya di hapus terus di download lagi tetep ga bisa, ini gimana mohon segera diperbaiki..mana udah langganan, di web juga ga lengkap fiturnya",1
Malah keluar sendiri njir ga jelas,1
"kenapa sekarang aplikasi ruangguru makin susah buat dibuka, setiap mau live teaching selalu aja update jadi ketinggalan live teaching nya gara² update terus, di tambah setiap quiz polingnya susah di tekan ngelag parah hasilnya gk dapat bintang dan jaringan juga aman aman aja kok, padahal dulu aman aja tapi sekarang jadi susah gitu",3
"penjelasan nya lebih mudah dipahami, dan sering ada quiz nya jadi cepet paham",5
"jujur aku suka banget sama cara ngajarnya ruang guru ini, tapi ga tau kenapa aplikasi nya selalu bikin emosi setiap hari entahlah ke lempar, poll ga keluar, kadang bahkan cuma mau masuk ruang belajar aja ga bisa :)",3
good job intinya,5
aplikasi nya udah bagus tapi mau belajar jadi susah karna disuruh berlangganan terus.,1
"aplikasi ngelag banget buka dikit ngecrash harus restart hp, loading lama alesannya jaringan ngelag padahal jaringan aman aman aja sekedar mau buka soal atau liat materi aja susah, jadi males les sama ngerjain soal",1
belajar jadi lebih menyenangkan keren banget,5
udah mahal aplikasi nya sering crash gak muncul apa' cuma putih doang materi video nya Majapahit lagi padahal grafik mentok,1
APLIKASI MEMBANTU BANGET,5
SALUT DENGAN CARA MENGURAIKAN PENDEKATAN NYA,5
"ruangguru ini bagus sebenarnya, cuman lamban ya. Dan sering sekali tiba-tiba layar full putih, kalau loading juga lama sekalii. Kayak gini kadang bikin males belajar. GMW, SERING KELUAR SENDIRIII 😭😭",2
"maaf ini kalau mau masuk ke apk nya lama banget, malah sampai gak bisa masuk masuk, kenapa ya?, buat fitur lainnya udah bagus membantu bangett",4
"keren, mudah dimengerti, seru. Gara -gara belajar di Ruangguru aku jadi lolos seleksi lomba",5
"Semenjak update jadi banyak error. Poling di LT ngga muncul, komen ilang, stars dari waktu belajar nggak dapet. Intinya nyebelin lah. Harusnya update tambah bagus dong. Tolong segera perbaiki. Kayak gini bikin sebel dan jadi malas belajar.",2
"aplikasi nya bagus buat belajar tpi sayang nya banyak yang berbayar, kadang juga susah buat masuk, tpi tetep bagus dan bikin mudah mengerti",4
untuk belajar sangat bagus,5
"kenapa sering terjadi ya loading, saat belajar di penempat belajar sering terjadi pembayaran knp gk gratis ya? soal aku( kl 6 mau TKA kemampuan aka demi) kurang semangat belajar ya karena di paksa belanja jadi ruang guru jangan paksa orang sampe sejuta lagi, bingung mau belajar di aplikasi mana soal ya guru ku gk membantu 😩",2
pelayanan jelek,1
bagus banget 😭😭 aku download ini gara gara ada ujian seleksi OSN. di sekolah awalnya g paham tapi disini paham. untung aku download ini sebelumnya kalo g pasti otakku dah mumet,5
"maaf pihak developer dengan segala hormat tolong optimalisasi aplikasi ini, sudah pakai wifi yang baik dan bagus kendala sangat banyak, UI yang sering berubah ubah di bagian brain academy online, saat bimbel berlangsung. yang sering kali mendatang kan masalah dari pada benefit",3
aplikasi nya sangat bagus,5
Bagus aplikasinya sangat mudah untuk di pahami♥️,5
"sangat lelet, ngelaq terus.",3
"susah sekali untuk masuk,minta bantuan tak ada respon",1
Aplikasi setiap hari update homepage untuk HP ram kecil sangat berat sekali.,3
slow respon banget admin Wa nya udah bayar 8jt untuk masuk bac tapi kelakuan adminya kek gitu,1
bagua banget,5
Great! materinya mudah di mengerti!!!,5
"Saya suka vidio pembelajarannya yang mudah dimengerti, aplikasi bimbel ini sangat membantu dan banyak fitur menarik. Sangat disayangkan sering terjadi bug, Fitur aplikasi tidak berfungsi sebagaimana mestinya. padahal kondisi jaringan internet saya stabil.",3
"NI APL BAGUS BGT SIHHH 😭🫵🏻✨️💗, lengkap bgt !!! ada misi harian, ada video penjelasan mana penjelasannya lengkap bgt gilee, terus ada latihan soal yang gampang tapi menjanjikan kita buat bisa ngerjain, dan yang paling asik tuh ada STREAK 🔥, tenang kalo streaknya mati gaperlu ngisi token wkwk😭🫵🏻, Dengan ini saya nobatkan APL PALING WORTH IT SEDUNIA 👑💫✨️",5
"Sekarang aplikasi nya lag parah, setiap lt selalu aja ada gangguan nya entah quiz yang ga muncul, susah di pencet, suara nya ilang, dan banyak lagi. Saya secara pribadi belum tentu bisa bilang kalau aplikasi ini bagus atau buruk karena di masa yang sebelum nya hal ini hampir tidak pernah terjadi paling paling hanya saat star yang tidak muncul. Entah karena sudah banyak yang memakai jadi beban aplikasi menjadi lebih berat atau memang karena aplikasi itu sendiri saya tidak tahu.",3
